file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,variances,,,,,,,covariances,,,,custom_variables
A20151971330.slt,2015-07-16,14:00,197.583,1,36000,36000,-0.486126,1,2.96904,1,15.4397,2,-2.17356,1,0.344613,2,0.0131318,1,0.216907,-0.586766,-0.0384813,-0.0130966,0.000900944,6.08354e-11,1.55794e-12,3.08484e-13,16.7568,389.221,393.139,4.25,1,429.128,9.96764,10.068,8.4,0,0.0849704,1.97366,1.99353,3.45,0,280.474,278.99,99860.3,1.24229,1010.67,0.0232277,0.0223309,0.00773288,995.638,922.208,0.00622471,100.0,0.0,280.066,0.634956,-6.69299,0.137687,6.72445,3.56452e-14,3.63049e-15,6.72445,12.1691,174.419,275.419,1.17325,-9999,0.625553,1.91544,-7183.23,-0.000620577,0.1923,0.00378023,0,63.3373,-9.61168,21.7417,54.1398,82.5666,115.801,173.491,-0.477876,1.01726,3.73488,1.04253,15.0501,1.02588,-2.14073,1.01533,0.335917,1.02588,0.012602,1.04204,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,1,0,0,0,2.14435,1.26088,0.42566,0.00899861,4.00732,0.0406341,8.49214e-05,0.0029747,-0.0497243,0.00780257,0.000292715,17.1787,335.089
A20151971400.slt,2015-07-16,14:30,197.604,1,36000,36000,-0.544248,1,1.9254,2,9.71886,2,-2.39711,1,0.216951,2,0.00726115,4,0.445031,0.0568431,-0.0229618,0.00126889,0.000311104,-4.41344e-11,-1.13204e-12,-2.2421e-13,16.7408,389.025,392.946,4.25,1,429.399,9.97845,10.079,9.9,0,0.085046,1.97631,1.99623,4.2,0,280.523,279.12,99861.7,1.24172,1010.68,0.0232382,0.0140584,0.00773777,996.732,930.545,0.00623149,100.0,0.0,280.082,0.674783,-6.92797,0.126472,6.96191,-4.87378e-14,-2.63634e-15,6.96191,13.1386,174.371,275.563,1.04091,-9999,0.662044,2.14135,-13130.7,-0.000339492,0.19811,0.00231738,0,64.0605,-9.72143,21.9899,54.7579,83.5093,117.123,175.472,-0.534653,1.01795,2.40256,1.04402,9.46828,1.02646,-2.36043,1.01554,0.211357,1.02646,0.00696053,1.04319,800000009,800010009,800000009,800000009,800000009,800000009,800000019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,2.60464,1.21496,0.463117,0.0104504,3.98202,0.040368,7.26345e-05,0.00191442,-0.054852,0.00491156,0.00016175,16.5716,400.434
A20151971430.slt,2015-07-16,15:00,197.625,1,36000,36000,-0.444975,1,-2.12189,4,15.1579,2,-1.27256,1,0.338344,2,0.0165332,1,-0.228358,0.214353,0.0449672,0.00478462,0.000205054,5.51914e-11,1.42004e-12,2.80354e-13,16.7672,389.408,393.349,4.2,0,431.409,10.0192,10.1206,12.4,0,0.0851718,1.97806,1.99808,4.1,0,280.485,279.053,99897.3,1.24244,1010.7,0.0232243,0.0219247,0.00777399,1001.16,926.261,0.00625703,100.0,0.0,280.146,0.578045,-6.56636,0.107941,6.59263,2.63743e-14,3.29163e-15,6.59263,12.6887,174.969,275.031,0.938143,-9999,0.598453,1.90983,8802.97,0.000506392,-0.139986,-0.00282353,0,64.0034,-9.71276,21.9703,54.7091,83.4348,117.019,175.315,-0.43686,1.01857,-1.17534,1.04495,14.7714,1.02616,-1.25461,1.01431,0.329716,1.02616,0.0158311,1.04435,800000009,800010009,800000009,800000009,800000009,800000009,800000019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,2.29002,1.1506,0.379034,0.00810567,3.90592,0.0371298,6.89049e-05,-0.000935973,-0.0291375,0.00765743,0.000367667,16.7641,363.974
A20151971500.slt,2015-07-16,15:30,197.646,1,36000,36000,-0.468277,1,-7.87712,1,14.0314,2,-1.38261,2,0.313176,2,0.0252922,2,-0.262717,-0.229621,0.0538082,-0.00512505,-0.000621289,1.45023e-10,3.71073e-12,7.33837e-13,16.7938,389.866,393.794,4.2,0,429.706,9.97557,10.0761,10.25,0,0.0849789,1.97277,1.99265,4.45,0,280.49,278.977,99910.7,1.24297,1010.68,0.0232149,0.0202938,0.0077433,996.933,921.357,0.00622968,100.0,0.0,280.085,0.727151,-6.77734,0.117858,6.81725,-4.91674e-14,8.63552e-15,6.81725,12.0671,173.734,276.124,0.990591,-9999,0.613793,1.94347,2558.57,0.00174228,-0.561391,-0.0102158,0,63.3096,-9.60748,21.7321,54.1161,82.5305,115.75,173.415,-0.45938,1.01937,-6.75447,1.04677,13.6232,1.02997,-1.35883,1.0175,0.304066,1.02997,0.0241086,1.0491,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,2.34623,1.13131,0.409408,0.0102546,4.06748,0.0393435,8.42586e-05,-0.00537674,-0.031545,0.00705885,0.000559678,17.7116,266.436
A20151971530.slt,2015-07-16,16:00,197.667,1,36000,36000,-0.431375,1,-10.4188,1,7.71303,1,-1.25026,1,0.172114,1,0.0139365,1,-0.800365,0.228929,0.0768796,0.00510849,-0.000778107,-4.25072e-11,-1.09054e-12,-2.14011e-13,16.8386,390.519,394.472,4.9,0,432.003,10.019,10.1204,18.85,0,0.0847775,1.96616,1.98605,4.2,0,280.408,278.743,99925.7,1.24418,1010.69,0.023192,0.011153,0.0077847,1001.42,906.571,0.00625691,100.0,0.0,280.15,0.592782,-6.67325,0.119662,6.70059,5.4521e-14,-2.52439e-15,6.70059,12.037,174.825,275.076,1.02326,-9999,0.588825,1.72887,1707.99,0.00260994,-1.35081,-0.0140712,0,64.0162,-9.7147,21.9747,54.7201,83.4516,117.042,175.35,-0.423272,1.01914,-9.55296,1.04619,7.50865,1.02722,-1.23194,1.01487,0.167553,1.02722,0.0133215,1.04617,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,2.02467,1.06651,0.366548,0.0100276,4.01822,0.0426001,6.66785e-05,-0.00759689,-0.0285712,0.00388589,0.000308952,18.2116,244.36
A20151971600.slt,2015-07-16,16:30,197.687,1,36000,36000,-0.471822,1,11.0966,1,17.6962,2,-3.16822,1,0.394962,2,0.0165678,2,0.708416,1.37869,0.0271123,0.0307711,-0.00044978,-4.19652e-11,-1.10412e-12,-2.10747e-13,16.8364,390.75,394.809,4.4,0,442.972,10.2808,10.3876,17.2,0,0.0845515,1.96233,1.98271,4.75,0,280.584,278.95,99927.7,1.24316,1010.84,0.0232087,0.0255936,0.00798236,1027.61,919.657,0.00642105,100.0,0.0,280.527,0.699365,-6.41529,0.128637,6.45458,1.17717e-13,-2.49253e-15,6.45458,12.157,173.643,276.222,1.14195,-9999,0.616065,1.80774,-1836.8,-0.00242691,0.627064,0.0143336,0,64.7387,-9.82434,22.2227,55.3376,84.3934,118.363,177.329,-0.464166,1.01649,11.7019,1.04084,17.2285,1.02715,-3.11525,1.017,0.384524,1.02715,0.0158896,1.04268,800000009,800010009,800000009,800000009,800000009,800000009,800000019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,2.23523,0.989072,0.391161,0.0101931,4.01662,0.0388283,7.10934e-05,0.00931209,-0.0723009,0.00892431,0.000368776,17.4124,352.011
A20151971630.slt,2015-07-16,17:00,197.708,1,36000,36000,-0.511241,1,1.91626,2,15.6202,1,-2.58849,1,0.348661,1,0.0163473,1,0.331303,-0.322772,-0.0102115,-0.00720464,-0.000456706,1.05077e-10,2.74872e-12,5.2676e-13,16.8301,390.663,394.697,4.6,0,440.263,10.2195,10.325,13.8,0,0.0843711,1.95844,1.97866,5.3,0,280.616,279.047,99947.0,1.24299,1010.81,0.0232122,0.0225932,0.00793355,1021.68,925.834,0.00638261,100.0,0.0,280.443,0.828653,-6.64989,0.144974,6.70289,4.0922e-14,6.24337e-15,6.70289,12.7453,172.695,277.103,1.23932,-9999,0.641325,1.90612,-12000.8,-0.000371455,0.122678,0.00237814,0,64.8399,-9.8397,22.2574,55.4241,84.5253,118.548,177.606,-0.502595,1.0172,2.72956,1.0424,15.1642,1.03007,-2.53895,1.01951,0.338481,1.03007,0.0156248,1.04624,800000009,800010009,800000009,800000009,800000009,800000009,800000019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,2.33683,1.05344,0.42195,0.00773985,4.02339,0.0367152,6.67804e-05,0.00217247,-0.0589348,0.00785691,0.000362686,17.1572,390.433
A20151971700.slt,2015-07-16,17:30,197.729,1,36000,36000,-0.438708,1,-8.26539,1,8.89429,2,-1.66456,1,0.198539,2,0.0181988,1,0.137096,-0.337855,-0.0755701,-0.0075416,0.00060953,-4.93263e-11,-1.28436e-12,-2.48343e-13,16.8031,390.02,394.022,4.35,0,437.519,10.1553,10.2595,15.1,0,0.0845985,1.96363,1.98378,4.05,0,280.709,279.087,99966.0,1.24308,1010.78,0.0232112,0.0128653,0.0078841,1015.46,928.401,0.00634238,100.0,0.0,280.353,0.665982,-6.38217,0.111732,6.4178,-2.82871e-14,-2.93555e-15,6.4178,11.6116,173.917,275.957,0.997558,-9999,0.594071,1.74668,2211.75,0.00201549,-0.929292,-0.0110731,0,65.376,-9.92105,22.4415,55.8824,85.2242,119.528,179.075,-0.430842,1.01826,-7.43692,1.04412,8.64596,1.02872,-1.63682,1.01695,0.192995,1.02872,0.0173854,1.04679,800000009,800010009,800000009,800000009,800000009,800000009,800000019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,2.24517,0.893853,0.354317,0.00925965,4.04082,0.0358284,7.60525e-05,-0.00591885,-0.0379924,0.00447964,0.000403535,17.6724,278.468
A20151971730.slt,2015-07-16,18:00,197.75,1,36000,36000,-0.347654,1,-10.801,1,6.64863,1,0.939493,1,0.148425,1,0.0111627,1,0.342663,0.122968,0.0057058,0.00274515,8.89815e-05,-2.84389e-11,-7.42103e-13,-1.43219e-13,16.8013,390.069,394.08,11.5,0,438.424,10.1787,10.2834,24.7,0,0.0846116,1.96439,1.98459,4.45,0,280.819,279.187,99978.7,1.24278,1010.8,0.0232165,0.00961792,0.0079004,1017.92,934.846,0.00635702,100.0,0.0,280.389,0.75748,-6.4052,0.107141,6.45073,4.18052e-14,-1.69266e-15,6.45073,11.713,173.345,276.744,0.951678,-9999,0.528904,1.50668,1194.52,0.00373182,-1.62454,-0.0162565,0,60.677,-9.20797,20.8284,51.8658,79.0986,110.937,166.204,-0.341324,1.01855,-9.99531,1.04472,6.45126,1.03059,0.92241,1.01852,0.144019,1.03059,0.0106401,1.04912,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,1.74082,0.934205,0.338321,0.00788475,3.965,0.0382406,6.89837e-05,-0.0079568,0.0214152,0.00334362,0.000247027,18.54,186.316
A20151971800.slt,2015-07-16,18:30,197.771,1,36000,36000,-0.384672,1,-9.75882,1,-7.80892,2,1.26679,1,-0.174335,2,0.0215399,1,0.171317,0.725972,0.000329049,0.0162074,-0.000424607,9.35743e-11,2.47486e-12,4.70371e-13,16.7996,390.072,394.138,10.05,0,444.318,10.3166,10.4242,5.75,0,0.0844467,1.96077,1.98121,4.4,0,280.852,279.237,99985.7,1.24258,1010.87,0.0232191,-0.0112969,0.00800661,1031.79,938.083,0.00644352,100.0,0.0,280.587,0.496269,-5.78085,0.126871,5.8035,2.46603e-14,5.57003e-15,5.8035,10.3768,174.869,274.907,1.25264,-9999,0.556393,1.41221,1539.24,0.00289607,1.2497,-0.0139635,0,63.8537,-9.69004,21.9189,54.5812,83.2397,116.745,174.905,-0.378382,1.01662,-9.85783,1.04019,-7.61653,1.02526,1.24868,1.0145,-0.17004,1.02526,0.0206764,1.04176,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010119,80000,80000,80,80,0,0,0,8,0,0,0,1.74359,0.750652,0.330185,0.00576506,3.92844,0.0421362,7.05131e-05,-0.00784804,0.0289932,-0.00394818,0.000480086,17.3139,369.644
A20151971830.slt,2015-07-16,19:00,197.792,1,36000,36000,-0.341869,1,-6.66073,1,8.86828,1,-1.81084,1,0.198004,1,0.0152362,1,0.331174,0.00461282,0.0201722,0.000102992,-0.000307098,1.06094e-10,2.80497e-12,5.32354e-13,16.8051,390.243,394.312,4.6,0,444.304,10.3175,10.4251,16.05,0,0.0843243,1.95816,1.97857,4.75,0,280.908,279.333,100009.0,1.24244,1010.87,0.0232218,0.0128307,0.00800636,1032.12,944.37,0.00644407,100.0,0.0,280.591,0.366942,-5.48048,0.159934,5.49508,2.60521e-14,6.31318e-15,5.49508,10.2907,176.14,273.83,1.66782,-9999,0.524557,1.19661,1890.11,0.00235846,-0.751073,-0.0101101,0,63.8332,-9.68693,21.9119,54.5636,83.213,116.707,174.849,-0.336598,1.01566,-5.93079,1.03794,8.68345,1.02129,-1.79074,1.01122,0.193877,1.02129,0.0146965,1.03672,800000009,800010009,800000009,800000009,800000009,800000009,800000019,800010019,80000,80000,80,80,0,0,0,3,0,0,0,1.37609,0.723122,0.293994,0.00530181,3.98022,0.0342002,6.78475e-05,-0.00472217,-0.0415841,0.00450217,0.000341278,17.8663,280.312
A20151971900.slt,2015-07-16,19:30,197.812,1,36000,36000,-0.349546,1,-11.3216,1,9.7987,2,-1.17885,1,0.218799,2,0.0135451,1,0.342503,0.158673,0.00274448,0.00354307,0.000104479,2.38134e-10,6.31398e-12,1.19538e-12,16.8015,390.267,394.347,4.25,1,445.481,10.3477,10.4559,7.8,0,0.0843394,1.95905,1.97953,4.15,0,281.006,279.433,100017.0,1.24208,1010.89,0.0232281,0.0141782,0.00802757,1035.22,950.912,0.00646299,100.0,0.0,280.635,0.804754,-5.68011,0.133847,5.73839,-1.03726e-13,1.41734e-14,5.73839,10.1987,171.852,278.064,1.33653,-9999,0.53049,1.35785,1150.22,0.00387557,-1.15542,-0.0169972,0,63.6408,-9.65774,21.8458,54.3992,82.9622,116.356,174.322,-0.343871,1.0165,-10.3686,1.03987,9.48792,1.03276,-1.15351,1.02196,0.211859,1.03276,0.0129086,1.04931,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,1.62616,0.786838,0.302708,0.00847641,4.00372,0.0348535,6.77876e-05,-0.00825778,-0.0267938,0.00492109,0.000299842,18.6459,175.8
A20151971930.slt,2015-07-16,20:00,197.833,1,36000,36000,-0.304618,1,-13.7157,1,10.7597,1,-1.11386,1,0.240281,1,0.0197069,1,0.353889,0.400098,0.00274566,0.00893481,0.00049107,1.40076e-10,3.74111e-12,7.04607e-13,16.8008,390.29,394.401,4.55,0,448.712,10.4238,10.5336,19.85,0,0.0845111,1.96323,1.98391,4.25,1,281.126,279.537,100044.0,1.24192,1010.93,0.0232305,0.0155702,0.00808579,1043.12,957.715,0.0065107,100.0,0.0,280.746,0.843013,-5.16123,0.123349,5.23108,3.42623e-14,8.33745e-15,5.23108,10.4161,170.427,279.277,1.35116,-9999,0.495258,1.17786,772.725,0.00576887,-1.27472,-0.0220582,0,65.623,-9.95855,22.5263,56.0936,85.5463,119.98,179.752,-0.30005,1.01523,-12.6653,1.03677,10.3899,1.03559,-1.08613,1.02553,0.232023,1.03559,0.01875,1.05103,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,3,0,0,0,1.47635,0.634712,0.244668,0.00651643,3.95036,0.0353557,7.81843e-05,-0.0100878,-0.0252314,0.00539001,0.000435571,17.9815,248.818
A20151972000.slt,2015-07-16,20:30,197.854,1,36000,36000,-0.284693,1,-15.4216,1,5.69837,1,0.893091,1,0.127252,1,0.0136012,1,-0.0342483,-0.365869,0.0105626,-0.00817034,0.000165721,2.58825e-10,6.86493e-12,1.30257e-12,16.8053,390.38,394.464,9.75,0,445.734,10.3542,10.4625,10.5,0,0.0845751,1.96464,1.9852,4.4,0,281.136,279.527,100044.0,1.242,1010.9,0.0232295,0.00824595,0.00803214,1036.16,957.055,0.00646707,100.0,0.0,280.648,1.09035,-5.54266,0.0949658,5.64968,3.70333e-14,1.54014e-14,5.64968,10.8469,168.844,281.129,0.963133,-9999,0.478771,1.18033,620.866,0.00717989,-2.70633,-0.025655,0,61.404,-9.31829,21.078,52.4872,80.0463,112.266,168.195,-0.28005,1.01658,-14.5584,1.03992,5.4744,1.04091,0.867225,1.02983,0.122251,1.04091,0.0128566,1.05792,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,1.37302,0.718029,0.269612,0.00762333,3.90458,0.0343131,7.22775e-05,-0.0115953,0.0201452,0.00283983,0.000298654,19.9708,65.8682
A20151972030.slt,2015-07-16,21:00,197.875,1,36000,36000,-0.284275,1,-18.3082,1,7.22028,1,-0.785748,1,0.161226,1,0.0129496,1,-0.2741,-0.108224,0.0146508,-0.00241661,0.000404296,6.85199e-11,1.8132e-12,3.4533e-13,16.8177,390.505,394.582,5.05,0,445.036,10.3336,10.4415,16.55,0,0.0847588,1.96808,1.98863,4.2,0,281.009,279.447,100058.0,1.24254,1010.88,0.0232198,0.0104475,0.00801954,1034.24,951.788,0.00645418,100.0,0.0,280.621,0.74192,-5.32028,0.107712,5.37284,-8.32029e-14,4.07427e-15,5.37284,9.65191,171.949,277.939,1.14872,-9999,0.478316,1.15628,521.537,0.00854734,-2.53566,-0.0304733,0,62.2206,-9.44222,21.3583,53.1852,81.1109,113.759,170.432,-0.279825,1.0159,-17.2829,1.03826,6.99158,1.03271,-0.768756,1.0221,0.15612,1.03271,0.0123449,1.04898,800000009,800010009,800000009,800000009,800000009,800000009,800000019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,1.36778,0.68426,0.260532,0.00974489,3.98322,0.0344151,6.85842e-05,-0.0137597,-0.0178504,0.00362507,0.000286645,18.0634,236.934
A20151972100.slt,2015-07-16,21:30,197.896,1,36000,36000,-0.289112,1,-17.5121,1,8.58774,1,1.11122,1,0.19176,1,0.0209115,1,-0.0228428,0.37607,0.0410658,0.00839747,0.00064569,8.94594e-11,2.38155e-12,4.51717e-13,16.8334,390.854,394.964,10.45,0,448.131,10.4051,10.5145,28.6,0,0.0849987,1.97358,1.99433,4.7,0,281.154,279.44,100059.0,1.24255,1010.92,0.0232189,0.012426,0.00807531,1041.41,951.35,0.006499,100.0,0.0,280.722,0.28969,-4.81283,0.138306,4.82353,2.70643e-14,5.3144e-15,4.82353,8.93022,176.595,273.445,1.64308,-9999,0.482366,1.07717,559.223,0.00797132,-2.0392,-0.0289021,0,66.487,-10.0897,22.8228,56.8321,86.6726,121.56,182.118,-0.285049,1.01426,-16.4934,1.03438,8.42308,1.01955,1.10001,1.01019,0.188083,1.01955,0.0202258,1.0339,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,5,0,0,0,1.36691,0.562575,0.224844,0.00688892,4.03652,0.0353275,9.09767e-05,-0.0131305,0.025541,0.00436709,0.000469621,16.9052,402.296
A20151972130.slt,2015-07-16,22:00,197.917,1,36000,36000,-0.286784,1,-20.5684,1,9.42288,4,0.821106,1,0.210415,4,0.0218073,2,0.114217,-0.169041,0.0255335,-0.00377473,-0.000205342,2.1472e-11,5.69535e-13,1.08265e-13,16.8433,391.072,395.171,3.75,0,446.761,10.373,10.4817,17.8,0,0.084926,1.97183,1.9925,4.15,0,281.134,279.473,100074.0,1.2426,1010.9,0.0232182,0.0136349,0.00805062,1038.34,953.54,0.00647885,100.0,0.0,280.679,0.750456,-4.88078,0.140699,4.94014,2.36813e-15,1.27481e-15,4.94014,9.56052,171.273,278.741,1.63204,-9999,0.480409,1.22194,470.404,0.00947642,-2.18281,-0.0340837,0,65.6315,-9.95984,22.5292,56.1008,85.5573,119.995,179.775,-0.282624,1.01472,-19.397,1.03543,9.11651,1.03361,0.802059,1.02375,0.203574,1.03361,0.0207941,1.04873,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,1.64401,0.569608,0.230257,0.0114966,4.01453,0.0406906,0.000107763,-0.0154416,0.0186224,0.00472662,0.000482803,18.2653,234.28
A20151972200.slt,2015-07-16,22:30,197.937,1,36000,36000,-0.305799,1,-21.4018,1,9.05606,4,1.51466,1,0.202237,4,0.0187236,4,0.228409,-0.158737,0.0216322,-0.00354486,-0.000645302,-1.31971e-10,-3.48862e-12,-6.63244e-13,16.8495,391.256,395.345,3.7,0,445.414,10.3428,10.4509,22.45,0,0.0846805,1.96634,1.98689,4.25,1,281.184,279.54,100087.0,1.24248,1010.9,0.0232207,0.0131049,0.00802636,1035.46,957.935,0.00645993,100.0,0.0,280.638,0.930037,-5.037,0.0996272,5.12311,-1.18235e-13,-7.83231e-15,5.12311,10.6843,169.515,280.461,1.11428,-9999,0.496104,1.21828,497.906,0.00895299,-2.36325,-0.0343464,0,65.9911,-10.0144,22.6526,56.4082,86.0261,120.653,180.76,-0.301218,1.01521,-20.2039,1.0366,8.72113,1.0384,1.47313,1.02819,0.194757,1.0384,0.0177631,1.05408,800000009,800010009,800000009,800000009,800000009,800000009,800000019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,1.56595,0.628529,0.242099,0.0103647,3.93669,0.0367961,8.30588e-05,-0.0160857,0.0342071,0.00452239,0.000412472,17.7308,295.655
A20151972230.slt,2015-07-16,23:00,197.958,1,36000,36000,-0.300506,1,-29.5267,1,-5.8636,1,1.73274,1,-0.130938,1,0.0144849,1,-0.159935,-0.64046,0.0270805,-0.0143019,-0.000155631,6.00264e-11,1.5672e-12,3.01295e-13,16.8648,391.486,395.529,4.6,0,440.315,10.2211,10.3267,26.8,0,0.0846508,1.96501,1.98531,4.3,0,281.132,279.493,100103.0,1.24294,1010.83,0.0232132,-0.00848478,0.00793448,1023.44,954.857,0.00638362,100.0,0.0,280.468,0.830901,-5.26856,0.0995839,5.33461,-3.02584e-15,3.55927e-15,5.33461,9.73609,170.907,278.962,1.06963,-9999,0.4917,1.18362,351.402,0.0126856,5.03559,-0.0477954,0,63.7623,-9.67618,21.8875,54.5031,83.1206,116.578,174.655,-0.295713,1.01621,-28.8476,1.0388,-5.65828,1.03629,1.69007,1.02525,-0.126353,1.03629,0.0137529,1.05322,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,1.46819,0.640136,0.258896,0.0182807,3.98086,0.0371564,7.84293e-05,-0.0229606,0.0392318,-0.00293305,0.000319249,17.1682,352.017
A20151972300.slt,2015-07-16,23:30,197.979,1,36000,36000,-0.261415,1,-29.1552,1,6.75609,2,1.85793,1,0.150862,2,0.0130933,1,-0.125696,-0.169859,0.0011918,-0.00379293,0.00034736,-1.86103e-10,-4.84338e-12,-9.35497e-13,16.8698,391.496,395.526,4.15,0,439.042,10.1888,10.2937,45.95,0,0.0848008,1.96797,1.98823,4.0,0,281.08,279.457,100117.0,1.24329,1010.8,0.023207,0.00977589,0.00791154,1020.35,952.445,0.00636339,100.0,0.0,280.423,0.956418,-5.03348,0.137291,5.12538,-1.06197e-15,-1.10317e-14,5.12538,9.02438,169.125,280.759,1.53494,-9999,0.458542,1.05544,288.653,0.0154433,-4.31539,-0.0505939,0,61.7767,-9.37486,21.206,52.8058,80.5322,112.948,169.216,-0.257349,1.0158,-27.8064,1.03775,6.49016,1.04097,1.80369,1.03007,0.144924,1.04097,0.012379,1.0577,800000009,800010009,800000009,800000009,800000009,800000009,800000019,800010019,80000,80000,80,80,0,0,1,0,0,0,0,1.17412,0.692976,0.243784,0.0157912,4.04541,0.0332811,7.2816e-05,-0.022126,0.0418582,0.00336325,0.00028728,17.7139,300.243
A20151972330.slt,2015-07-17,00:00,198.0,0,36000,36000,-0.296094,1,-33.6748,1,6.22458,2,1.65847,1,0.138983,2,0.0154684,1,-0.297198,-0.0775458,0.0213009,-0.00173144,-9.2921e-05,1.25984e-10,3.27253e-12,6.32748e-13,16.8833,391.678,395.703,4.6,0,438.556,10.1741,10.2787,19.2,0,0.0847953,1.96718,1.9874,4.45,0,281.042,279.37,100119.0,1.24372,1010.79,0.0231991,0.00900608,0.00790277,1018.9,946.764,0.00635415,100.0,0.0,280.403,0.88634,-5.02134,0.13081,5.10065,1.92811e-13,7.46206e-15,5.10065,9.8232,170.082,280.01,1.46956,-9999,0.487927,1.17771,301.107,0.0148045,-5.40998,-0.0548993,0,64.9276,-9.85302,22.2876,55.4992,84.6397,118.708,177.847,-0.291526,1.01567,-32.2134,1.03747,5.99514,1.03827,1.61408,1.0275,0.133859,1.03827,0.014665,1.05479,800000009,800010009,800000009,800000009,800000009,800000009,800000019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,1.3711,0.740524,0.243781,0.0192921,4.01081,0.0357255,8.26012e-05,-0.0256243,0.0374452,0.00310542,0.000340215,19.1927,155.348
A20151980000.slt,2015-07-17,00:30,198.021,0,36000,36000,-0.314755,1,-26.2184,1,4.75922,1,1.6324,2,0.106253,1,0.0254477,2,-0.354494,-0.0191405,0.057826,-0.000427327,-0.000281112,-2.81035e-11,-7.28836e-13,-1.40801e-13,16.9113,392.169,396.199,6.0,0,438.577,10.1705,10.275,28.9,0,0.0847268,1.96479,1.98498,4.0,0,280.891,279.267,100123.0,1.24422,1010.79,0.0231897,0.00688523,0.00790316,1018.57,940.03,0.00635188,100.0,0.0,280.398,1.11963,-5.23624,0.121148,5.35598,-1.42328e-13,-1.66182e-15,5.35598,10.0457,167.732,282.069,1.29609,-9999,0.502964,1.25412,423.621,0.010523,-5.50897,-0.0414486,0,66.0137,-10.0178,22.6604,56.4276,86.0556,120.694,180.822,-0.309784,1.01605,-25.0617,1.03851,4.55895,1.04393,1.58022,1.03302,0.101782,1.04393,0.0239922,1.06067,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,1.57505,0.684771,0.248423,0.0204627,4.11226,0.0333143,9.96238e-05,-0.0199274,0.0366449,0.0023603,0.000556372,19.0047,175.103
A20151980030.slt,2015-07-17,01:00,198.042,0,36000,36000,-0.268254,1,-21.9907,1,7.62723,2,2.57594,1,0.170253,2,0.0165055,1,-0.652234,-0.00222117,0.0872763,-4.95804e-05,-0.000703437,7.22819e-11,1.87094e-12,3.60355e-13,16.9543,392.911,396.948,4.45,0,438.844,10.1701,10.2745,5.15,0,0.084524,1.95881,1.97894,4.45,0,280.701,279.077,100120.0,1.24503,1010.79,0.0231746,0.0110324,0.00790798,1018.5,927.759,0.00635161,100.0,0.0,280.397,1.78852,-4.82205,0.122337,5.14451,-3.07524e-14,4.26334e-15,5.14451,9.31792,159.853,290.35,1.36263,-9999,0.464177,1.18437,396.983,0.0112291,-2.88318,-0.0376458,0,63.5888,-9.64985,21.828,54.3548,82.8945,116.261,174.18,-0.264166,1.01548,-20.8532,1.03715,7.17105,1.06361,2.44659,1.05287,0.160071,1.06361,0.0152815,1.0801,800000009,800010009,800000009,800000009,800000009,800000009,800000019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,1.50511,0.631156,0.232468,0.0124651,4.04662,0.0343924,7.58307e-05,-0.0165703,0.0566989,0.00370958,0.000354144,19.5522,93.0081
