file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,variances,,,,,,,covariances,,,,custom_variables
A20151981500.slt,2015-07-17,15:30,198.646,1,36000,36000,-0.178201,1,65.9872,1,62.3252,1,-7.633,1,1.39441,1,0.0155716,1,-0.249813,-0.168812,-0.0173886,-0.00377684,0.00011832,1.886e-10,5.10392e-12,9.59092e-13,16.5661,386.913,391.007,4.4,0,448.314,10.4707,10.5815,5.2,0,0.0842439,1.96757,1.98839,4.75,0,282.78,281.483,100201.0,1.23524,1011.0,0.0233557,0.0903578,0.00807862,1049.45,1094.15,0.0065401,95.9145,44.7017,280.835,1.95881,-3.10741,0.13092,3.67561,-3.45115e-14,1.13847e-14,3.67561,6.85503,147.285,302.226,2.04123,-9999,0.379821,0.933023,-72.5325,-0.0614586,1.05876,0.139116,0,65.9552,-10.009,22.6403,56.3775,85.9792,120.587,180.661,-0.17663,1.0089,68.1438,1.02337,58.4596,1.06612,-7.20161,1.0599,1.30792,1.06612,0.014483,1.07517,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,0.825098,0.897957,0.142991,0.111218,4.84409,0.10194,7.31119e-05,0.054566,-0.168198,0.0305474,0.000338261,16.1159,433.987
A20151981530.slt,2015-07-17,16:00,198.667,1,36000,36000,-0.127686,1,53.6871,1,65.0435,2,-6.93858,1,1.45569,2,0.00931522,1,1.13431,-0.749533,0.0199726,-0.0167747,2.80556e-05,1.81878e-10,4.85226e-12,9.24609e-13,16.5562,387.084,391.123,4.35,0,441.697,10.3269,10.4346,5.1,0,0.0841663,1.96781,1.98835,4.55,0,282.917,281.817,100215.0,1.23402,1010.93,0.02338,0.0943288,0.00795937,1035.18,1119.16,0.00644994,92.4967,83.9736,280.635,1.99754,-2.42461,0.137211,3.14447,7.55865e-14,1.09855e-14,3.14447,6.55406,141.158,309.484,2.50093,-9999,0.321669,0.724885,-54.1563,-0.0823127,0.825402,0.133788,0,63.465,-9.63106,21.7855,54.2489,82.733,116.034,173.84,-0.126728,1.00756,56.3724,1.02013,60.5009,1.07508,-6.48768,1.0695,1.35402,1.07508,0.00860383,1.08268,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,0.747933,0.588772,0.113065,0.111081,4.78708,0.103807,6.94537e-05,0.0451881,-0.151682,0.0316571,0.000201158,16.0412,439.127
A20151981600.slt,2015-07-17,16:30,198.687,1,36000,36000,-0.148133,5,81.2989,5,80.5274,5,-8.18262,5,1.80292,5,0.0101318,5,1.38193,-0.656658,0.0468437,-0.0147019,0.000431727,-2.98123e-10,-7.84818e-12,-1.51684e-12,16.5506,387.486,391.48,4.25,1,435.7,10.2007,10.3058,4.8,0,0.0842089,1.97152,1.99184,3.8,0,283.096,282.223,100221.0,1.23239,1010.86,0.0234122,0.116829,0.00785131,1022.6,1150.35,0.00637083,88.8953,127.743,280.456,2.05688,-2.48556,0.125865,3.22871,-4.99307e-14,-1.80128e-14,3.22871,6.70697,140.344,309.609,2.23412,-9999,0.346699,0.73365,-44.7791,-0.0995498,1.00958,0.188233,0,68.1009,-10.3346,23.3768,58.2117,88.7765,124.51,186.539,-0.146991,1.00777,84.3326,1.02064,74.7832,1.07681,-7.6418,1.07077,1.67432,1.07681,0.00934393,1.08432,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,3,0,0,0,0,0.742008,0.615194,0.110098,0.168688,5.07421,0.103175,7.31547e-05,0.067695,-0.178912,0.0391995,0.000218762,16.0446,434.052
A20151981630.slt,2015-07-17,17:00,198.708,1,36000,36000,-0.10467,5,51.917,5,37.0339,5,-5.11619,5,0.828645,5,0.0108294,5,-2.16885,2.21171,0.039796,0.0494877,0.00093021,-2.54231e-10,-6.96459e-12,-1.2976e-12,16.605,387.827,391.992,4.2,0,454.89,10.6244,10.7385,5.55,0,0.0847524,1.97948,2.00074,3.9,0,282.616,281.587,100236.0,1.23515,1011.09,0.0233561,0.0536962,0.00819711,1065.23,1101.85,0.00663653,96.6768,36.6167,281.054,1.3733,-2.84181,0.0852762,3.15739,2.58308e-14,-1.53105e-14,3.15739,6.39945,153.984,295.792,1.54766,-9999,0.291106,0.65901,-41.5163,-0.107373,1.40188,0.142807,0,64.8124,-9.83554,22.248,55.4007,84.4896,118.498,177.531,-0.103881,1.00759,53.134,1.0202,35.1482,1.05365,-4.88001,1.0484,0.786451,1.05365,0.0102032,1.06137,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800010019,80000,80000,80,80,0,0,3,0,0,0,0,0.85929,0.370871,0.0878595,0.145806,4.75332,0.129466,7.57072e-05,0.0425465,-0.113978,0.0183684,0.000238308,17.1852,343.077
A20151981700.slt,2015-07-17,17:30,198.729,1,36000,36000,-0.0805686,1,50.6746,1,63.8763,2,-5.81045,1,1.4298,2,0.00849889,1,1.36053,-0.63978,-0.000693625,-0.0143207,0.000437804,1.01232e-11,2.74122e-13,5.1768e-14,16.5794,387.821,391.937,4.95,0,448.946,10.5016,10.6131,5.05,0,0.0847836,1.98324,2.00429,4.25,1,283.006,281.987,100225.0,1.23332,1011.03,0.0233917,0.092651,0.00809001,1052.81,1132.1,0.00655952,92.9958,79.2949,280.882,1.69122,-1.43721,0.113581,2.22232,-1.38282e-13,6.1059e-16,2.22232,4.40485,130.709,319.642,2.92961,-9999,0.25559,0.508016,-28.7858,-0.154859,0.793325,0.159004,0,61.3911,-9.31634,21.0736,52.4762,80.0295,112.243,168.16,-0.0801365,1.00539,53.5743,1.01472,58.7049,1.08809,-5.35963,1.08411,1.31404,1.08809,0.00777174,1.09356,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,0.407735,0.530565,0.0777333,0.0861123,4.74848,0.0878796,7.69729e-05,0.0429652,-0.125371,0.0307378,0.000181794,16.2459,428.94
A20151981730.slt,2015-07-17,18:00,198.75,1,36000,36000,-0.0966751,1,62.8077,1,61.2776,2,-6.94719,1,1.37185,2,0.0105792,1,0.577948,0.693902,-0.0623697,0.0155347,0.000518067,5.05519e-11,1.38816e-12,2.59449e-13,16.5482,387.286,391.449,4.3,0,454.414,10.6349,10.7492,5.3,0,0.0849307,1.98768,2.00905,4.2,0,283.102,282.157,100235.0,1.23264,1011.1,0.0234036,0.088896,0.00818854,1066.27,1145.18,0.0066431,93.1096,78.9079,281.068,1.76144,-1.95615,0.133175,2.6357,5.02728e-13,3.05483e-15,2.6357,5.71309,140.112,312.002,2.89624,-9999,0.280053,0.705491,-30.555,-0.145893,1.02497,0.179947,0,60.1307,-9.12506,20.6409,51.3988,78.3864,109.938,164.707,-0.0960666,1.00633,65.3287,1.01709,56.9709,1.07559,-6.48698,1.07094,1.27544,1.07559,0.00977731,1.08201,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,81,0,0,0,0,0,0,0,0.638276,0.674506,0.0982008,0.130317,4.92769,0.109307,7.32592e-05,0.0524171,-0.151819,0.0298498,0.000228824,16.0357,451.615
A20151981800.slt,2015-07-17,18:30,198.771,1,36000,36000,-0.159829,5,45.4504,5,50.1177,5,-4.64912,5,1.12208,5,-0.00367839,7,0.226599,-0.326437,0.00708205,-0.00730858,0.000163305,-4.5827e-10,-1.2508e-11,-2.35329e-12,16.5474,387.347,391.486,4.35,0,451.644,10.5722,10.6852,5.05,0,0.0849736,1.98908,2.01034,9.65,0,283.133,282.223,100238.0,1.23242,1011.07,0.0234083,0.0727109,0.00813862,1060.02,1150.35,0.00660377,92.1483,90.3221,280.982,1.20842,-1.29304,0.134822,1.77494,-1.27396e-13,-2.76944e-14,1.77494,5.38112,142.293,313.062,4.3563,-9999,0.36012,0.83897,-89.7817,-0.049651,0.906874,0.101286,0,79.1596,-12.0128,27.1729,67.6644,103.192,144.729,216.83,-0.159122,1.00444,47.8182,1.01227,46.8175,1.07049,-4.35584,1.06733,1.04819,1.07049,-0.00342252,1.07476,800000009,800000009,800000009,800000009,800000009,800000009,800000119,810010119,80000,80000,80,81,0,0,0,0,0,0,0,1.3009,0.295223,0.0818143,0.0892581,4.25461,0.0814925,0.000106511,0.0383754,-0.101963,0.0245364,-8.01152e-05,16.0363,450.074
A20151981830.slt,2015-07-17,19:00,198.792,1,36000,36000,-0.104462,5,59.0603,5,43.4033,5,-6.53071,5,0.971902,5,0.00675185,5,0.543469,-1.32215,-0.00521447,-0.029606,7.90568e-05,-9.19473e-11,-2.44954e-12,-4.72379e-13,16.535,387.302,391.34,4.4,0,440.503,10.318,10.4255,4.65,1,0.0849485,1.98976,2.01051,3.65,0,283.316,282.383,100231.0,1.23175,1010.94,0.0234232,0.0629793,0.00793786,1034.46,1162.82,0.00644435,88.9611,128.363,280.624,1.43147,-2.09181,0.127093,2.5379,-5.24893e-14,-5.56077e-15,2.5379,4.63008,145.453,304.385,2.87046,-9999,0.291217,0.421774,-36.5343,-0.122015,1.36073,0.162867,0,67.7537,-10.2819,23.2577,57.9149,88.3238,123.875,185.588,-0.103828,1.00611,60.6968,1.01652,40.6682,1.06725,-6.14629,1.06255,0.910656,1.06725,0.0062918,1.07312,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,0.428513,0.336227,0.0788088,0.106159,5.02334,0.0935412,6.93684e-05,0.0487438,-0.143965,0.0213305,0.000147374,16.0229,439.873
A20151981900.slt,2015-07-17,19:30,198.812,1,36000,36000,-0.0840757,1,38.8368,1,41.8804,1,-4.66089,1,0.937631,1,0.014654,1,-0.645896,1.6959,-0.0571883,0.0379683,0.000975103,4.65509e-11,1.28092e-12,2.40465e-13,16.5267,386.811,390.973,4.1,0,454.758,10.6438,10.7583,5.15,0,0.0853708,1.99813,2.01963,4.3,0,283.232,282.193,100240.0,1.23254,1011.12,0.0234053,0.0607585,0.00819474,1067.22,1148.02,0.00664865,92.9618,80.7994,281.081,2.01125,-1.88057,0.126278,2.75638,-7.28525e-14,2.81671e-15,2.75638,4.80318,132.809,316.923,2.62581,-9999,0.261176,0.358944,-40.0825,-0.111214,0.927327,0.119319,0,63.593,-9.65048,21.8294,54.3583,82.8999,116.268,174.191,-0.0835228,1.00662,40.5665,1.0178,38.5495,1.08641,-4.30971,1.08148,0.863057,1.08641,0.013405,1.09317,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,0.347447,0.296209,0.0742328,0.0631829,4.54508,0.0707427,8.7798e-05,0.0325512,-0.10087,0.0202001,0.000313748,16.008,454.806
A20151981930.slt,2015-07-17,20:00,198.833,1,36000,36000,-0.0506474,1,16.8548,1,23.5104,1,-2.88643,1,0.526281,1,0.0133231,1,-0.510181,-0.530148,0.0478721,-0.0118674,0.000461028,7.46959e-11,2.03358e-12,3.86207e-13,16.553,387.222,391.347,4.4,0,450.651,10.542,10.6543,4.55,0,0.0855855,2.00208,2.02341,4.15,0,283.163,282.043,100241.0,1.23325,1011.05,0.0233928,0.034103,0.00812073,1057.02,1136.45,0.00658482,93.0108,79.4289,280.94,1.4407,-1.88543,0.104658,2.37517,1.38113e-14,4.51253e-15,2.37517,4.27487,142.05,307.384,2.52547,-9999,0.202653,0.367094,-43.1442,-0.103322,0.716907,0.0667031,0,61.6577,-9.3568,21.1651,52.7041,80.3771,112.73,168.89,-0.0503586,1.00573,17.948,1.01558,21.9298,1.07207,-2.70293,1.06789,0.4909,1.07207,0.012361,1.07784,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,81,0,0,0,0,0,0,0,0.273625,0.412238,0.0483248,0.0274628,4.40588,0.0559843,9.4599e-05,0.0143944,-0.0632291,0.0114835,0.000289157,16.0302,451.186
A20151982000.slt,2015-07-17,20:30,198.854,1,36000,36000,-0.0679261,5,14.0512,5,-9.96374,5,-1.76297,5,-0.223033,5,0.00677107,5,-0.0907084,0.35958,-0.00559992,0.00804901,0.000661301,1.61263e-10,4.41961e-12,8.36255e-13,16.5526,387.174,391.326,4.8,0,453.644,10.611,10.7248,30.15,0,0.085836,2.00775,2.02929,4.35,0,283.189,282.017,100241.0,1.23333,1011.09,0.0233906,-0.0144526,0.00817467,1063.94,1134.4,0.00662811,93.7886,70.4622,281.036,1.18945,-1.58213,0.108926,1.98237,-1.11487e-14,9.74247e-15,1.98237,6.52744,142.349,306.936,3.14984,-9999,0.234682,0.57239,-80.3741,-0.0554625,-1.41024,0.0480137,0,69.9018,-10.6079,23.995,59.751,91.124,127.803,191.472,-0.0675968,1.00487,13.3627,1.01338,-9.30526,1.07076,-1.6518,1.06731,-0.208294,1.07076,0.00629513,1.0756,800000009,800010009,800000009,800000009,800000009,810000009,800010019,800010019,80000,80000,80,81,8,0,5,0,0,0,0,0.572061,0.525322,0.0473963,0.0168795,4.15874,0.0641959,0.000111514,0.0107158,-0.0386365,-0.00487211,0.000147247,16.0268,454.682
A20151982030.slt,2015-07-17,21:00,198.875,1,36000,36000,-0.0654388,5,11.5354,5,25.5347,5,-2.34964,5,0.571476,5,0.014843,5,-0.658184,0.630453,0.0187862,0.0141098,0.000149063,3.69671e-10,1.02424e-11,1.9174e-12,16.573,387.335,391.537,5.35,0,459.187,10.7319,10.8483,6.85,0,0.0859607,2.00903,2.03082,4.7,0,283.059,281.823,100254.0,1.23428,1011.16,0.0233715,0.0370316,0.00827455,1076.2,1119.66,0.00670393,96.1183,43.4621,281.205,0.67112,-1.52195,0.149561,1.67007,-1.44697e-13,2.23056e-14,1.67007,3.95648,157.316,293.796,5.13793,-9999,0.230256,0.237422,-92.4776,-0.0482036,0.451756,0.0401414,0,75.18,-11.4089,25.8069,64.2628,98.0048,137.453,205.93,-0.0651631,1.00423,12.8845,1.01172,24.4379,1.04488,-2.25471,1.0421,0.54693,1.04488,0.0141506,1.04893,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800110019,80000,80000,80,81,0,0,0,0,0,0,0,0.301289,0.135497,0.0380582,0.00914156,4.21235,0.0754865,0.00013878,0.0103237,-0.052696,0.0127826,0.000330721,16.0378,460.035
A20151982100.slt,2015-07-17,21:30,198.896,1,36000,36000,-0.0384627,5,4.67859,5,8.00941,5,-0.784233,5,0.179248,5,0.00364235,7,-0.10215,-0.560476,0.0622639,-0.0125433,0.000730732,2.21323e-10,6.06246e-12,1.14995e-12,16.599,387.868,392.033,4.15,0,454.679,10.6244,10.7385,6.7,0,0.0862454,2.01529,2.03693,4.5,0,283.014,281.793,100263.0,1.23458,1011.09,0.0233669,0.0116153,0.00819331,1065.52,1117.39,0.00663654,95.358,51.8697,281.058,0.385766,-1.38162,0.119726,1.43946,8.55864e-14,1.33335e-14,1.43946,2.87503,164.143,285.6,4.77107,-9999,0.176506,0.140807,-102.713,-0.0434,0.584137,0.0212347,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.0383176,1.00379,5.10352,1.01056,7.75698,1.03254,-0.761274,1.03016,0.173599,1.03254,0.00351586,1.03598,800000009,800010009,800000009,800000009,800000009,800000009,800010019,810110019,80000,80000,80,80,0,0,0,0,0,0,0,0.136146,0.121238,0.024231,0.00429547,3.95123,0.0661632,0.000206014,0.00408848,-0.0177886,0.00405648,8.21549e-05,16.0675,456.296
A20151982130.slt,2015-07-17,22:00,198.917,1,36000,36000,-0.0632642,5,-4.83623,7,10.9184,5,0.277954,5,0.244258,5,0.0640937,6,-1.36414,1.78162,0.0554503,0.0398569,0.00401831,3.08486e-10,8.71049e-12,1.62818e-12,16.6446,388.342,392.648,4.55,0,469.981,10.9654,11.0869,7.5,0,0.0878495,2.04966,2.07238,4.5,0,282.608,281.393,100272.0,1.23629,1011.28,0.0233315,0.0158279,0.00846905,1099.82,1087.48,0.00685037,100.0,0.0,281.524,-0.587677,-1.17105,0.134796,1.31716,-4.86453e-14,1.85337e-14,1.31716,3.00328,210.92,243.351,5.87383,-9999,0.226214,0.212863,209.201,0.0213085,-0.442943,-0.0171001,0,89.2108,-13.5381,30.6232,76.256,116.295,163.106,244.362,-0.0629202,1.00547,-4.19576,1.01316,10.0804,1.08313,0.257343,1.08009,0.22551,1.08313,0.0589205,1.0878,800000009,800010009,800000009,800000009,800000009,800000009,810110019,811110019,80000,80000,80,81,0,0,0,0,0,0,0,0.263967,0.137841,0.0239191,0.00627316,3.86626,0.0386221,0.000660963,-0.00335599,0.0060042,0.00526148,0.0013747,16.1061,472.761
A20151982200.slt,2015-07-17,22:30,198.937,1,36000,36000,-0.00690285,5,-1.52604,5,2.54394,5,-0.295521,6,0.0568937,5,-0.0233575,7,-1.08114,-0.156685,0.0783223,-0.00350417,0.0142946,1.99039e-10,5.59513e-12,1.1112e-12,16.6919,389.012,393.313,12.95,0,469.221,10.9354,11.0563,9.4,0,0.0931879,2.17179,2.1958,12.7,0,282.436,281.077,100271.0,1.23768,1011.25,0.0233055,0.00368671,0.00845536,1096.8,1064.31,0.00683159,100.0,0.0,281.484,-0.898857,-0.361105,0.154474,0.980919,-6.71628e-14,1.19243e-14,0.980919,1.5002,247.452,201.887,9.06057,-9999,0.0746808,0.026462,23.8543,0.186874,-0.599872,-0.0163263,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.0068442,1.00857,-1.38318,1.01911,2.02814,1.25432,-0.236739,1.2483,0.0453582,1.25432,-0.0184854,1.26356,800000009,800010009,800000009,800000009,800000009,800000009,811110019,811110019,80000,80000,80,81,0,1,0,0,0,0,0,0.0254664,0.0224934,0.00496394,0.00214783,4.18935,0.0367431,0.00237443,-0.00110512,-0.00551732,0.00105709,-0.000430811,16.141,471.521
A20151982230.slt,2015-07-17,23:00,198.958,1,36000,36000,-0.00514345,5,-0.402542,5,0.714487,5,0.620091,5,0.0159789,5,0.0254512,5,-0.034141,-1.82272,0.104652,-0.0407636,-0.00735158,-3.08736e-10,-8.38313e-12,-1.66994e-12,16.7311,389.906,394.078,4.4,0,454.301,10.5872,10.7004,3.65,0,0.0904977,2.10898,2.13155,4.35,0,282.528,281.067,100273.0,1.23791,1011.06,0.0233043,0.00103543,0.00818651,1061.89,1063.59,0.00661315,99.8405,1.69653,281.008,-0.804276,-0.372965,0.151735,0.899437,5.79822e-14,-1.84528e-14,0.899437,1.3715,245.656,204.878,9.71223,-9999,0.0644588,0.0197524,58.1459,0.076665,-0.5634,-0.00498957,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.00511326,1.00591,-0.362843,1.01369,0.604423,1.1821,0.526039,1.17879,0.0135174,1.1821,0.0214388,1.18716,800000009,801110009,800000009,800000009,800000009,800000009,811110019,811110019,80000,80000,80,81,0,0,1,0,0,0,0,0.0304018,0.00758287,0.00152009,0.00529573,4.24339,0.0406127,0.00284612,-0.000289902,0.0122589,0.000315014,0.000499616,16.1711,455.962
A20151982300.slt,2015-07-17,23:30,198.979,1,36000,36000,-0.152516,5,1.5496,5,5.453,7,-9.4386,6,0.121969,7,-0.414449,5,0.511864,-0.435734,0.115188,-0.00974623,-0.00377143,1.87064e-09,5.02672e-11,9.93848e-12,16.7653,390.89,395.04,4.25,1,450.512,10.5039,10.6154,45.7,0,0.089072,2.07675,2.09879,4.25,1,282.692,281.217,100279.0,1.23736,1011.02,0.0233154,0.00790361,0.00811822,1053.59,1074.5,0.00656091,98.0542,20.9076,280.893,0.23134,-0.199026,0.122416,0.328809,-1.28184e-13,1.11578e-13,0.328809,2.31832,152.125,319.294,21.8577,-9999,0.351083,0.216707,-2440.64,-0.00182647,0.284174,0.00352823,0,89.7001,-13.6123,30.7911,76.6743,116.933,164.0,245.702,-0.152165,1.00231,1.84626,1.00647,5.11392,1.06631,-8.85625,1.06576,0.114385,1.06631,-0.388377,1.06713,800000009,800010009,800000009,800000009,800000009,810101019,811110019,811110019,80000,80000,81,81,0,157,67,0,13,0,0,0.283704,0.0926995,0.0570102,0.0100575,10.3708,0.0448004,0.00945848,0.00147584,-0.206487,0.00266693,-0.00905516,16.1942,452.189
A20151982330.slt,2015-07-18,00:00,199.0,0,36000,36000,-0.0398162,5,-6.94869,5,5.59553,5,5.58359,5,0.125125,5,0.280055,5,-0.933751,1.35662,0.213723,0.0303362,0.0121123,-6.07759e-11,-1.66564e-12,-3.37399e-13,16.8614,392.715,396.988,4.75,0,462.109,10.7629,10.88,10.05,0,0.0936064,2.18017,2.20389,4.65,0,282.297,280.943,100287.0,1.23855,1011.15,0.0232908,0.00810811,0.0083272,1079.67,1054.69,0.00672336,100.0,0.0,281.252,1.08954,-0.934574,0.118494,1.44034,-1.04741e-13,-3.60444e-15,1.44034,2.91673,129.036,319.378,4.71898,-9999,0.179297,0.16367,72.5025,0.0614841,-1.24183,-0.0309458,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.0395392,1.00701,-6.57402,1.01635,4.86625,1.14987,4.8762,1.14507,0.108817,1.14987,0.242006,1.15722,800000009,800010009,800000009,800000009,800000009,800000009,800110019,811110019,80000,80000,80,80,0,0,1,0,0,0,0,0.217611,0.0885443,0.0211845,0.0324151,8.51274,0.0421727,0.017709,-0.00524931,0.113571,0.00253443,0.00563651,16.3001,465.778
A20151990000.slt,2015-07-18,00:30,199.021,0,36000,36000,-0.00654835,5,-3.58793,5,-1.90196,5,1.22231,5,-0.0425044,5,0.0286151,5,-2.21419,0.124038,0.114335,0.00277197,0.000668231,-8.66494e-12,-2.37406e-13,-4.81099e-14,16.9422,393.689,397.982,4.45,0,464.191,10.7865,10.9041,33.8,0,0.0940673,2.18586,2.20969,4.35,0,281.781,280.297,100287.0,1.24139,1011.16,0.0232372,-0.00275429,0.00836472,1082.03,1009.08,0.00673817,100.0,0.0,281.284,0.853012,-1.25687,0.116059,1.52343,-3.85724e-14,-5.11441e-16,1.52343,2.25604,146.267,304.164,4.36919,-9999,0.0726292,0.0339765,9.3331,0.477628,1.88644,-0.0393555,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.00642561,1.0191,-3.54718,1.04075,-1.49587,1.27147,0.975312,1.25325,-0.0334294,1.27147,0.0220214,1.29942,800000009,800010009,800000009,800000009,800000009,810000009,811110019,811110019,80000,80000,80,80,0,0,1,0,0,0,0,0.0348983,0.027865,0.00518989,0.03207,6.05834,0.0372239,0.00229631,-0.00282591,0.0226635,-0.000776804,0.000511715,16.3652,469.026
A20151990030.slt,2015-07-18,01:00,199.042,0,36000,36000,-0.00788982,5,-2.68605,5,-0.789122,5,-0.685277,6,-0.0176299,5,-0.0225975,7,-1.06272,0.399219,0.73559,0.00891901,0.0149985,2.95813e-11,8.0341e-13,1.71111e-13,17.2322,399.948,404.34,9.15,0,468.016,10.8624,10.9817,42.75,0,0.0996783,2.31347,2.33888,8.3,0,281.533,279.987,100296.0,1.24284,1011.18,0.0232094,-0.00114242,0.00843365,1089.74,987.843,0.00678577,100.0,0.0,281.389,-0.796021,-0.908052,0.141452,1.21582,1.47354e-13,1.71663e-15,1.21582,1.97046,219.075,228.761,6.6811,-9999,0.0796756,0.28143,16.4598,0.270827,3.40384,-0.0268252,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.00779651,1.01197,-2.66477,1.02615,-0.649053,1.2158,-0.568137,1.20618,-0.0145006,1.2158,-0.0183635,1.23057,800000009,800010009,800000009,800000009,800000009,800000009,811110019,811110019,80000,80000,80,81,0,0,0,0,0,0,0,0.0788958,0.479026,0.00493775,0.0209485,9.04349,0.034506,0.00475446,-0.00212038,-0.0131861,-0.00033655,-0.000426205,16.6373,471.534
A20151990100.slt,2015-07-18,01:30,199.062,1,36000,36000,-0.0192834,5,-6.79324,5,-2.55809,5,4.46605,5,-0.0571458,5,0.0781404,5,-0.308621,0.780288,-0.148167,0.017431,-0.0127488,2.50813e-10,6.92677e-12,1.38718e-12,17.1825,398.688,403.126,4.35,0,474.534,11.0106,11.1332,48.75,0,0.0950317,2.20503,2.22958,4.6,0,281.543,279.897,100291.0,1.24311,1011.26,0.0232031,-0.00370305,0.0085511,1104.56,981.751,0.00687879,100.0,0.0,281.588,-1.04912,-0.0938514,0.160343,1.06544,6.58321e-14,1.4597e-14,1.06544,1.88735,267.594,185.112,8.6556,-9999,0.124548,0.078408,24.8593,0.179319,2.65559,-0.0433878,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.0191092,1.00912,-6.79838,1.02028,-1.98986,1.28556,3.49286,1.27862,-0.0444519,1.28556,0.060284,1.2962,800000009,800010009,800000009,800000009,800000009,811000009,811110019,811110019,80000,80000,80,81,0,0,4,0,0,0,0,0.104946,0.0461902,0.00568067,0.0432811,11.2013,0.0439716,0.0122288,-0.00540793,0.0810451,-0.00103142,0.00139878,16.5777,475.437
A20151990130.slt,2015-07-18,02:00,199.083,1,36000,36000,-0.00659471,5,-2.18581,5,-2.09846,5,1.40646,5,-0.0468957,5,0.00811047,5,1.34692,1.15914,-0.368499,0.0259039,-0.0175621,1.54614e-10,4.39016e-12,8.03438e-13,17.0228,395.549,400.042,4.5,0,483.35,11.2313,11.3589,11.45,0,0.0884573,2.05543,2.07877,4.55,0,281.896,280.29,100288.0,1.24123,1011.39,0.0232364,-0.00303884,0.00870997,1126.67,1008.62,0.00701723,100.0,0.0,281.88,-0.960549,0.4917,0.143857,1.08863,-4.26991e-15,9.08278e-15,1.08863,1.95082,296.221,152.892,7.59355,-9999,0.0728907,0.0622938,15.4872,0.287834,1.04162,-0.0238874,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.00651682,1.01195,-2.2307,1.02602,-1.57691,1.33074,1.0649,1.32075,-0.0352402,1.33074,0.00602527,1.34608,800000009,800010009,800000009,800000009,800000009,800000009,811110019,811110019,80000,80000,80,80,0,0,0,0,0,0,0,0.0373993,0.0817377,0.00545017,0.00568978,4.97486,0.036108,0.000287876,-0.00177693,0.0247445,-0.000818856,0.000140006,16.4388,483.739
A20151990200.slt,2015-07-18,02:30,199.104,1,36000,36000,-0.030565,5,-7.04258,5,-3.34819,5,3.13642,5,-0.0748253,5,0.0889489,6,0.0684956,0.0956062,0.130536,0.00213661,0.00722657,1.47143e-10,4.17304e-12,7.85301e-13,17.0727,396.66,401.173,4.4,0,484.19,11.2495,11.3775,33.0,0,0.0911169,2.11698,2.14106,4.45,0,281.832,280.31,100307.0,1.24136,1011.41,0.0232336,-0.00484868,0.00872511,1128.71,1010.0,0.00702865,100.0,0.0,281.907,-0.619492,0.0161447,0.145212,0.636489,1.29697e-14,8.61861e-15,0.636489,1.57921,265.633,178.507,13.1879,-9999,0.156914,0.0630013,47.9604,0.0929464,2.1034,-0.0357475,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.0303856,1.0059,-7.13527,1.0135,-2.74913,1.21791,2.58112,1.21514,-0.0614377,1.21791,0.0727804,1.22215,800000009,800010009,800000009,800000009,800000009,800000009,811110019,811110019,80000,80000,81,80,0,0,0,0,0,0,0,0.0906215,0.0242079,0.0111733,0.00825425,5.51245,0.0351941,0.00183155,-0.00568312,0.0599689,-0.00142742,0.00169095,16.5023,484.837
